Product_ID,Shelf_Life_Days,Sales_2021,Sales_2022,Market_Trend_Factor,Compliance_Status,Supplier_ID,Manufacturing_Location,Product_Category,Safety_Stock_Days,Storage_Location
Product_2265,342,717.6,732,1.1796977582628465,Non-compliant,Supplier_4,Location_C,Category_C,11,Warehouse_A
Product_2266,291,757.4,795,0.8856575812742317,Non-compliant,Supplier_7,Location_C,Category_A,22,Warehouse_A
Product_2267,331,756.4,702,0.7092061312037194,Non-compliant,Supplier_8,Location_C,Category_C,15,Warehouse_A
Product_2268,309,426.0,274,0.5279038572409238,Non-compliant,Supplier_9,Location_A,Category_A,32,Warehouse_A
Product_2269,303,750.6,689,0.9805677311396926,Compliant,Supplier_5,Location_A,Category_A,12,Warehouse_C
Product_2270,268,878.2,767,0.8991260951618112,Non-compliant,Supplier_9,Location_B,Category_B,16,Warehouse_C
Product_2271,294,733.6,604,0.6313462275948349,Non-compliant,Supplier_9,Location_C,Category_A,40,Warehouse_C
Product_2272,271,272.6,415,1.1667212542611551,Non-compliant,Supplier_3,Location_C,Category_B,23,Warehouse_A
Product_2273,299,600.4,750,1.4469312591477146,Non-compliant,Supplier_7,Location_B,Category_A,32,Warehouse_B
Product_2274,339,804.4,890,1.1157756134790466,Non-compliant,Supplier_8,Location_B,Category_C,23,Warehouse_A
Product_2275,274,936.6,823,0.8058903910663511,Compliant,Supplier_1,Location_C,Category_B,21,Warehouse_A
Product_2276,277,596.8,464,0.9054696918421272,Compliant,Supplier_10,Location_C,Category_B,19,Warehouse_C
Product_2277,291,461.8,581,0.9356326143677816,Compliant,Supplier_5,Location_B,Category_A,14,Warehouse_B
Product_2278,272,822.4,712,0.9505409852460178,Compliant,Supplier_1,Location_C,Category_B,36,Warehouse_B
Product_2279,268,314.0,442,1.0780444297987517,Non-compliant,Supplier_3,Location_B,Category_B,28,Warehouse_C
Product_2280,297,878.4,908,0.8682788814027603,Compliant,Supplier_2,Location_B,Category_A,20,Warehouse_C
Product_2281,305,757.0,913,1.2545436978002613,Non-compliant,Supplier_2,Location_C,Category_A,16,Warehouse_C
Product_2282,292,460.6,511,0.9664442050381554,Non-compliant,Supplier_4,Location_A,Category_A,29,Warehouse_A
Product_2283,309,900.4,982,1.2499143565045714,Compliant,Supplier_5,Location_B,Category_A,23,Warehouse_C
Product_2284,310,1033.0,921,0.88954060299943,Non-compliant,Supplier_1,Location_B,Category_A,12,Warehouse_A
Product_2285,332,304.4,286,0.8294525281155634,Non-compliant,Supplier_6,Location_A,Category_C,26,Warehouse_C
Product_2286,321,335.0,243,0.8401785823618868,Compliant,Supplier_5,Location_B,Category_C,15,Warehouse_A
Product_2287,282,754.2,891,1.2308366554551138,Non-compliant,Supplier_4,Location_A,Category_B,28,Warehouse_A
Product_2288,310,991.2,972,0.9330043684266393,Compliant,Supplier_6,Location_A,Category_A,21,Warehouse_C
Product_2289,266,1081.0,981,0.8701140020133323,Non-compliant,Supplier_2,Location_B,Category_B,22,Warehouse_B
Product_2290,329,745.0,697,0.7922768261582923,Compliant,Supplier_8,Location_C,Category_C,20,Warehouse_C
Product_2291,284,1023.8,987,0.7278005180924471,Non-compliant,Supplier_6,Location_A,Category_B,19,Warehouse_C
Product_2292,306,718.4,816,1.0011573421568636,Non-compliant,Supplier_3,Location_A,Category_A,20,Warehouse_A
Product_2293,339,378.2,391,0.8913235335740741,Compliant,Supplier_4,Location_C,Category_C,24,Warehouse_C
Product_2294,305,330.4,252,0.5903085666745818,Non-compliant,Supplier_2,Location_B,Category_A,27,Warehouse_A
Product_2295,267,271.2,288,1.0398336973485458,Non-compliant,Supplier_4,Location_C,Category_B,32,Warehouse_A
Product_2296,322,860.8,960,0.8411537870655416,Non-compliant,Supplier_9,Location_A,Category_C,25,Warehouse_A
Product_2297,293,1002.8,954,0.7124464797913105,Non-compliant,Supplier_4,Location_A,Category_A,32,Warehouse_A
Product_2298,273,276.4,254,1.0494710495776385,Compliant,Supplier_8,Location_B,Category_B,20,Warehouse_A
Product_2299,291,355.79999999999995,515,1.1191653095868572,Non-compliant,Supplier_3,Location_A,Category_A,27,Warehouse_C
Product_2300,293,846.8,994,1.0514714312457796,Compliant,Supplier_5,Location_C,Category_A,40,Warehouse_C
Product_2301,331,887.4,773,0.9341733475532434,Compliant,Supplier_2,Location_C,Category_C,31,Warehouse_A
Product_2302,332,498.79999999999995,650,1.5187821017397414,Compliant,Supplier_9,Location_C,Category_C,33,Warehouse_C
Product_2303,270,940.8,956,0.7956942364939446,Non-compliant,Supplier_9,Location_A,Category_B,12,Warehouse_C
Product_2304,297,624.4,518,0.9490158496062882,Compliant,Supplier_10,Location_C,Category_A,19,Warehouse_A
Product_2305,308,609.8,765,1.1976437346323245,Compliant,Supplier_7,Location_A,Category_A,16,Warehouse_C
Product_2306,339,801.0,765,0.7092000305936526,Non-compliant,Supplier_2,Location_A,Category_C,25,Warehouse_C
Product_2307,271,708.8,744,0.8487020271362514,Non-compliant,Supplier_4,Location_A,Category_B,27,Warehouse_A
Product_2308,295,607.4,629,1.1508898437994226,Non-compliant,Supplier_6,Location_B,Category_A,20,Warehouse_C
Product_2309,262,455.4,353,0.9375912200714953,Compliant,Supplier_9,Location_A,Category_B,18,Warehouse_B
Product_2310,263,436.4,330,0.3848498951366406,Compliant,Supplier_6,Location_A,Category_B,21,Warehouse_C
Product_2311,284,337.0,353,0.8790269545593066,Compliant,Supplier_4,Location_A,Category_B,14,Warehouse_C
Product_2312,313,834.0,770,0.8316617485904028,Non-compliant,Supplier_1,Location_A,Category_A,23,Warehouse_A
Product_2313,340,472.4,386,1.0694449334395795,Compliant,Supplier_7,Location_B,Category_C,10,Warehouse_A
Product_2314,283,506.8,478,1.031067184260551,Compliant,Supplier_7,Location_B,Category_B,15,Warehouse_A
Product_2315,341,713.8,749,0.963488553164945,Non-compliant,Supplier_6,Location_A,Category_C,8,Warehouse_A
Product_2316,270,666.0,626,0.7571130624936513,Non-compliant,Supplier_3,Location_C,Category_B,22,Warehouse_C
Product_2317,298,392.0,376,0.7935116296492885,Non-compliant,Supplier_5,Location_C,Category_A,23,Warehouse_C
Product_2318,325,846.6,737,0.5809786375031833,Non-compliant,Supplier_7,Location_C,Category_C,29,Warehouse_A
Product_2319,268,470.6,453,1.257944738896189,Compliant,Supplier_6,Location_B,Category_B,21,Warehouse_A
Product_2320,260,401.0,393,1.2689855651228235,Non-compliant,Supplier_7,Location_B,Category_B,19,Warehouse_C
Product_2321,262,417.8,309,0.35460889785569333,Compliant,Supplier_5,Location_A,Category_B,17,Warehouse_C
Product_2322,271,790.4,844,0.9259868044878173,Non-compliant,Supplier_1,Location_C,Category_B,26,Warehouse_C
Product_2323,290,1029.8,925,0.5989703103344659,Compliant,Supplier_10,Location_C,Category_A,23,Warehouse_A
Product_2324,311,918.4,872,0.827832484952838,Non-compliant,Supplier_5,Location_C,Category_A,12,Warehouse_C
Product_2325,283,132.2,265,1.741885354766278,Non-compliant,Supplier_2,Location_A,Category_B,27,Warehouse_C
Product_2326,328,552.6,567,1.250261298197438,Compliant,Supplier_10,Location_B,Category_C,28,Warehouse_C
Product_2327,266,839.6,758,1.003315214798786,Compliant,Supplier_10,Location_C,Category_B,30,Warehouse_C
Product_2328,280,641.0,673,1.3398335708848006,Compliant,Supplier_2,Location_C,Category_B,21,Warehouse_B
Product_2329,274,498.6,585,1.2952990319439723,Non-compliant,Supplier_4,Location_C,Category_B,11,Warehouse_A
Product_2330,339,720.8,572,0.5847111670966927,Non-compliant,Supplier_6,Location_A,Category_C,22,Warehouse_A
Product_2331,261,629.8,633,1.2060208299930593,Non-compliant,Supplier_5,Location_A,Category_B,12,Warehouse_A
Product_2332,312,720.2,629,0.8597669670411624,Non-compliant,Supplier_7,Location_B,Category_A,26,Warehouse_C
Product_2333,336,439.0,435,0.9931836260410901,Compliant,Supplier_10,Location_C,Category_C,11,Warehouse_A
Product_2334,303,883.8,763,1.0414337458981193,Non-compliant,Supplier_8,Location_C,Category_A,16,Warehouse_C
Product_2335,337,179.6,326,1.4696841663781064,Non-compliant,Supplier_10,Location_A,Category_C,18,Warehouse_C
Product_2336,320,617.4,591,0.851692442842789,Non-compliant,Supplier_1,Location_A,Category_C,17,Warehouse_B
Product_2337,336,773.8,629,1.027040531706248,Compliant,Supplier_8,Location_B,Category_C,19,Warehouse_C
Product_2338,306,398.6,293,0.3837325658130545,Non-compliant,Supplier_3,Location_A,Category_A,18,Warehouse_C
Product_2339,297,602.0,710,1.2467790761905093,Non-compliant,Supplier_10,Location_A,Category_A,34,Warehouse_C
Product_2340,330,993.4,959,1.1353896683511548,Non-compliant,Supplier_10,Location_A,Category_C,20,Warehouse_C
Product_2341,276,905.0,845,0.6597388226122198,Compliant,Supplier_2,Location_C,Category_B,16,Warehouse_C
Product_2342,282,232.4,234,0.8474594567223254,Non-compliant,Supplier_2,Location_C,Category_B,30,Warehouse_A
Product_2343,283,641.6,788,1.0197311298633576,Compliant,Supplier_5,Location_B,Category_B,27,Warehouse_C
Product_2344,331,440.8,544,1.4232688267410636,Compliant,Supplier_2,Location_B,Category_C,16,Warehouse_A
Product_2345,271,364.2,401,1.1819563429954545,Compliant,Supplier_4,Location_A,Category_B,15,Warehouse_B
Product_2346,306,566.6,425,0.4969919480710625,Non-compliant,Supplier_3,Location_C,Category_A,29,Warehouse_A
Product_2347,280,242.2,267,1.338753161637766,Compliant,Supplier_8,Location_C,Category_B,15,Warehouse_A
Product_2348,327,363.8,267,0.48367111306880956,Compliant,Supplier_9,Location_B,Category_C,11,Warehouse_B
Product_2349,303,1044.2,921,0.9634439230709615,Compliant,Supplier_6,Location_A,Category_A,36,Warehouse_C
Product_2350,268,714.8,650,0.8717626656370523,Compliant,Supplier_4,Location_A,Category_B,16,Warehouse_C
Product_2351,270,901.0,941,0.8010750984959503,Compliant,Supplier_2,Location_C,Category_B,24,Warehouse_B
Product_2352,328,439.0,391,1.029186838185633,Non-compliant,Supplier_8,Location_C,Category_C,12,Warehouse_A
Product_2353,310,893.2,990,0.9943928582767885,Non-compliant,Supplier_3,Location_C,Category_A,26,Warehouse_C
Product_2354,307,657.0,733,1.0196903936651338,Non-compliant,Supplier_2,Location_B,Category_A,28,Warehouse_A
Product_2355,274,447.0,599,1.08249822517437,Compliant,Supplier_4,Location_C,Category_B,20,Warehouse_B
Product_2356,301,578.6,573,1.1727877240567124,Non-compliant,Supplier_2,Location_B,Category_A,25,Warehouse_C
Product_2357,284,724.0,568,0.5213665312225646,Compliant,Supplier_3,Location_C,Category_B,12,Warehouse_C
Product_2358,309,759.2,816,0.9005405287631317,Compliant,Supplier_9,Location_B,Category_A,33,Warehouse_C
Product_2359,274,536.0,560,0.9868666781378481,Non-compliant,Supplier_7,Location_B,Category_B,15,Warehouse_A
Product_2360,338,212.6,347,1.176614160396842,Non-compliant,Supplier_1,Location_A,Category_C,23,Warehouse_B
Product_2361,338,509.4,651,0.9851935320922491,Compliant,Supplier_10,Location_C,Category_C,30,Warehouse_C
Product_2362,284,697.8,701,1.0175795370956027,Compliant,Supplier_5,Location_C,Category_B,28,Warehouse_C
Product_2363,314,252.0,376,1.6019233209686952,Non-compliant,Supplier_5,Location_C,Category_A,28,Warehouse_B
Product_2364,342,900.4,842,1.1117081586830158,Non-compliant,Supplier_9,Location_A,Category_C,29,Warehouse_B
Product_2365,305,566.0,542,0.7619851705022088,Non-compliant,Supplier_1,Location_B,Category_A,17,Warehouse_C
Product_2366,328,579.6,634,1.13836292457239,Compliant,Supplier_1,Location_A,Category_C,8,Warehouse_C
Product_2367,294,603.4,553,1.0849978070748278,Compliant,Supplier_10,Location_B,Category_A,20,Warehouse_B
Product_2368,331,352.2,445,0.9955018611257949,Compliant,Supplier_7,Location_C,Category_C,31,Warehouse_C
Product_2369,313,682.8,550,0.50769448265291,Non-compliant,Supplier_7,Location_C,Category_A,25,Warehouse_A
Product_2370,299,507.6,418,1.0203088686534678,Compliant,Supplier_8,Location_C,Category_A,18,Warehouse_B
Product_2371,325,281.2,438,1.2050171759732329,Compliant,Supplier_4,Location_A,Category_C,9,Warehouse_B
Product_2372,340,651.4,597,0.9076044867069502,Compliant,Supplier_7,Location_A,Category_C,10,Warehouse_C
Product_2373,308,559.4,449,0.5793675379066631,Non-compliant,Supplier_6,Location_C,Category_A,31,Warehouse_B
Product_2374,310,495.0,479,0.6951909963858156,Non-compliant,Supplier_1,Location_A,Category_A,26,Warehouse_C
Product_2375,291,466.4,472,1.0197906612656165,Compliant,Supplier_2,Location_A,Category_A,15,Warehouse_A
Product_2376,283,740.0,624,0.7751508661722758,Non-compliant,Supplier_8,Location_B,Category_B,27,Warehouse_A
Product_2377,314,647.4,753,1.2761294511360033,Compliant,Supplier_6,Location_A,Category_A,30,Warehouse_B
Product_2378,299,892.6,823,1.129880586055557,Non-compliant,Supplier_7,Location_A,Category_A,14,Warehouse_B
Product_2379,296,635.6,510,0.5387005010637773,Non-compliant,Supplier_8,Location_C,Category_A,36,Warehouse_B
Product_2380,302,415.0,435,0.8489658067434961,Non-compliant,Supplier_5,Location_B,Category_A,29,Warehouse_B
Product_2381,306,595.0,447,0.939055719866992,Non-compliant,Supplier_5,Location_B,Category_A,25,Warehouse_B
Product_2382,265,938.2,839,0.8325333088759659,Non-compliant,Supplier_2,Location_B,Category_B,18,Warehouse_A
Product_2383,305,741.4,711,1.2288667368805712,Compliant,Supplier_4,Location_C,Category_A,16,Warehouse_A
Product_2384,270,723.4,741,0.9268082779153044,Non-compliant,Supplier_2,Location_A,Category_B,33,Warehouse_C
Product_2385,302,352.0,308,0.7657623189393205,Non-compliant,Supplier_7,Location_C,Category_A,24,Warehouse_B
Product_2386,276,910.0,902,1.1153207153893079,Non-compliant,Supplier_9,Location_B,Category_B,12,Warehouse_C
Product_2387,328,1056.4,898,0.5817873923269677,Compliant,Supplier_2,Location_C,Category_C,28,Warehouse_C
Product_2388,308,395.8,375,0.8923139402292712,Non-compliant,Supplier_4,Location_C,Category_A,34,Warehouse_C
Product_2389,305,719.8,823,1.053683903992433,Compliant,Supplier_8,Location_B,Category_A,24,Warehouse_C
Product_2390,341,687.8,555,0.4819247734318814,Compliant,Supplier_9,Location_A,Category_C,17,Warehouse_C
Product_2391,336,818.2,927,1.004938526450114,Non-compliant,Supplier_4,Location_C,Category_C,26,Warehouse_B
Product_2392,300,666.0,694,0.9794512957120423,Compliant,Supplier_8,Location_C,Category_A,25,Warehouse_B
Product_2393,261,950.4,940,0.7237321501246481,Compliant,Supplier_7,Location_A,Category_B,24,Warehouse_C
Product_2394,312,755.8,903,0.8750967323460597,Non-compliant,Supplier_5,Location_C,Category_A,23,Warehouse_B
Product_2395,304,487.0,379,0.7749582811477546,Compliant,Supplier_4,Location_B,Category_A,30,Warehouse_A
Product_2396,276,264.6,287,0.9015522006436829,Compliant,Supplier_6,Location_B,Category_B,34,Warehouse_C
Product_2397,310,531.4,589,1.0153358363295757,Non-compliant,Supplier_6,Location_C,Category_A,19,Warehouse_C
Product_2398,273,351.6,510,1.0586238540926471,Compliant,Supplier_2,Location_A,Category_B,19,Warehouse_C
Product_2399,275,973.6,828,0.5846929197105356,Non-compliant,Supplier_3,Location_A,Category_B,18,Warehouse_A
Product_2400,295,779.4,633,0.5613839425648794,Non-compliant,Supplier_6,Location_A,Category_A,27,Warehouse_C
Product_2401,314,938.6,901,0.6761549796472738,Compliant,Supplier_4,Location_B,Category_A,25,Warehouse_B
Product_2402,330,644.2,749,1.2973501206933151,Non-compliant,Supplier_3,Location_C,Category_C,18,Warehouse_A
Product_2403,267,612.8,732,1.4065350892874107,Non-compliant,Supplier_4,Location_B,Category_B,17,Warehouse_A
Product_2404,321,685.6,544,0.7529915132740348,Compliant,Supplier_6,Location_A,Category_C,27,Warehouse_C
Product_2405,344,550.4,504,1.0977948057238684,Non-compliant,Supplier_3,Location_C,Category_C,11,Warehouse_A
Product_2406,276,839.4,809,0.7437546658739922,Compliant,Supplier_1,Location_A,Category_B,9,Warehouse_B
Product_2407,263,596.4,682,1.0950784745072148,Compliant,Supplier_6,Location_B,Category_B,22,Warehouse_B
Product_2408,300,221.8,345,1.1428976694873174,Non-compliant,Supplier_2,Location_C,Category_A,30,Warehouse_B
Product_2409,336,371.2,472,1.510731750168383,Non-compliant,Supplier_9,Location_B,Category_C,30,Warehouse_A
Product_2410,290,289.0,377,0.9683011206418766,Compliant,Supplier_6,Location_B,Category_A,32,Warehouse_A
Product_2411,277,515.0,607,1.117961673692138,Compliant,Supplier_1,Location_A,Category_B,32,Warehouse_C
Product_2412,302,97.0,253,1.3839505863518518,Non-compliant,Supplier_4,Location_C,Category_A,12,Warehouse_B
Product_2413,334,832.2,809,0.712520225962348,Non-compliant,Supplier_5,Location_B,Category_C,10,Warehouse_C
Product_2414,276,642.0,522,0.9111031387185178,Compliant,Supplier_8,Location_C,Category_B,14,Warehouse_C
Product_2415,281,918.8,826,0.6357279094172447,Non-compliant,Supplier_3,Location_B,Category_B,26,Warehouse_C
Product_2416,344,303.6,430,1.008326197064906,Compliant,Supplier_9,Location_B,Category_C,31,Warehouse_A
Product_2417,279,703.8,615,1.1253979538073884,Non-compliant,Supplier_9,Location_A,Category_B,25,Warehouse_A
Product_2418,268,811.6,814,0.8138077001358858,Compliant,Supplier_10,Location_C,Category_B,19,Warehouse_B
Product_2419,331,1066.2,931,1.0614425190188026,Compliant,Supplier_5,Location_C,Category_C,25,Warehouse_B
Product_2420,263,993.6,912,1.1823147381684802,Non-compliant,Supplier_4,Location_C,Category_B,25,Warehouse_B
Product_2421,323,934.8,950,1.1671833810906627,Non-compliant,Supplier_7,Location_B,Category_C,23,Warehouse_C
Product_2422,339,699.4,725,0.7975966061941562,Non-compliant,Supplier_9,Location_A,Category_C,25,Warehouse_C
Product_2423,267,398.6,397,0.7982542357682976,Non-compliant,Supplier_6,Location_B,Category_B,22,Warehouse_C
Product_2424,311,833.4,839,0.8141545089070771,Non-compliant,Supplier_7,Location_A,Category_A,18,Warehouse_A
Product_2425,325,346.0,482,1.374522580718851,Non-compliant,Supplier_1,Location_B,Category_C,22,Warehouse_B
Product_2426,329,221.8,301,1.0708620078150077,Non-compliant,Supplier_4,Location_B,Category_C,11,Warehouse_A
Product_2427,303,144.39999999999998,254,1.1494823464604402,Compliant,Supplier_2,Location_B,Category_A,23,Warehouse_C
Product_2428,305,861.0,745,0.8194307193203894,Compliant,Supplier_1,Location_A,Category_A,9,Warehouse_C
Product_2429,262,742.0,830,1.1594702310820648,Compliant,Supplier_7,Location_C,Category_B,30,Warehouse_C
Product_2430,310,662.2,623,0.9133229114131272,Compliant,Supplier_10,Location_A,Category_A,20,Warehouse_A
Product_2431,282,754.6,769,1.0122134905588316,Non-compliant,Supplier_4,Location_B,Category_B,31,Warehouse_B
Product_2432,340,424.8,344,0.7392109606187216,Compliant,Supplier_2,Location_A,Category_C,29,Warehouse_C
Product_2433,338,960.0,828,0.6998412085133972,Non-compliant,Supplier_5,Location_A,Category_C,7,Warehouse_B
Product_2434,339,813.0,693,1.100377021767389,Compliant,Supplier_7,Location_C,Category_C,11,Warehouse_B
Product_2435,308,374.2,311,0.9996360311779664,Non-compliant,Supplier_2,Location_A,Category_A,29,Warehouse_C
Product_2436,264,670.2,667,0.8889138531768883,Compliant,Supplier_7,Location_B,Category_B,12,Warehouse_B
Product_2437,334,523.4,613,0.8699700319987438,Non-compliant,Supplier_3,Location_C,Category_C,26,Warehouse_B
Product_2438,270,958.6,885,1.13163464957189,Non-compliant,Supplier_8,Location_C,Category_B,23,Warehouse_C
Product_2439,325,740.2,673,1.045485535930563,Compliant,Supplier_7,Location_B,Category_C,19,Warehouse_C
Product_2440,326,538.4,572,0.8074906789473452,Compliant,Supplier_1,Location_B,Category_C,21,Warehouse_C
Product_2441,304,786.6,657,0.9215485317819451,Non-compliant,Supplier_9,Location_A,Category_A,13,Warehouse_A
Product_2442,293,345.2,402,1.1128621395335128,Non-compliant,Supplier_6,Location_A,Category_A,18,Warehouse_B
Product_2443,320,979.6,942,0.7382957202585634,Compliant,Supplier_4,Location_A,Category_C,24,Warehouse_A
Product_2444,320,446.2,495,1.2334141607151237,Non-compliant,Supplier_6,Location_B,Category_C,12,Warehouse_A
Product_2445,343,1110.4,960,0.7567542593673274,Compliant,Supplier_2,Location_B,Category_C,26,Warehouse_B
Product_2446,294,802.4,812,1.2580859294296292,Non-compliant,Supplier_2,Location_B,Category_A,19,Warehouse_C
Product_2447,343,374.0,462,0.9162084021519559,Compliant,Supplier_8,Location_A,Category_C,16,Warehouse_B
Product_2448,309,278.0,394,1.5568121760585947,Compliant,Supplier_10,Location_C,Category_A,28,Warehouse_B
Product_2449,301,680.0,660,0.7224840964057684,Non-compliant,Supplier_5,Location_A,Category_A,16,Warehouse_B
Product_2450,309,461.4,355,0.42197237433057627,Compliant,Supplier_7,Location_A,Category_A,34,Warehouse_B
Product_2451,280,482.8,382,0.7852034611798933,Non-compliant,Supplier_1,Location_B,Category_B,23,Warehouse_A
Product_2452,272,909.2,938,1.0970375366074505,Non-compliant,Supplier_6,Location_B,Category_B,28,Warehouse_B
Product_2453,326,844.0,976,0.9538352597989894,Non-compliant,Supplier_10,Location_A,Category_C,26,Warehouse_B
Product_2454,270,447.2,344,0.9255927108813307,Compliant,Supplier_7,Location_A,Category_B,10,Warehouse_C
Product_2455,262,752.4,890,1.3358225160265471,Non-compliant,Supplier_10,Location_B,Category_B,14,Warehouse_A
Product_2456,344,357.2,454,1.082762962318759,Compliant,Supplier_7,Location_A,Category_C,19,Warehouse_C
Product_2457,277,422.6,297,0.5429495102978548,Compliant,Supplier_10,Location_C,Category_B,22,Warehouse_A
Product_2458,275,845.4,871,1.1993804613117975,Compliant,Supplier_3,Location_C,Category_B,11,Warehouse_B
Product_2459,271,828.6,963,1.3395809815332476,Non-compliant,Supplier_9,Location_A,Category_B,22,Warehouse_A
Product_2460,274,500.6,587,1.324950954746102,Non-compliant,Supplier_9,Location_A,Category_B,25,Warehouse_A
Product_2461,291,635.8,707,0.961460457907032,Compliant,Supplier_5,Location_A,Category_A,27,Warehouse_B
Product_2462,331,1123.4,981,1.0140328245466876,Compliant,Supplier_9,Location_C,Category_C,23,Warehouse_B
Product_2463,266,724.4,718,1.0706484118978092,Compliant,Supplier_7,Location_B,Category_B,24,Warehouse_C
Product_2464,295,402.8,246,0.37834301790569635,Compliant,Supplier_7,Location_C,Category_A,17,Warehouse_B
Product_2465,261,537.2,386,0.8864404256552258,Compliant,Supplier_9,Location_C,Category_B,18,Warehouse_A
Product_2466,338,466.4,472,1.0706837835364018,Non-compliant,Supplier_2,Location_C,Category_C,16,Warehouse_C
Product_2467,282,473.4,423,1.102093777052764,Non-compliant,Supplier_10,Location_C,Category_B,27,Warehouse_C
Product_2468,327,932.8,896,1.1103314550964147,Compliant,Supplier_5,Location_C,Category_C,15,Warehouse_A
Product_2469,302,252.6,319,0.9352009889217696,Non-compliant,Supplier_8,Location_A,Category_A,36,Warehouse_A
Product_2470,292,275.6,254,0.7751198759032105,Non-compliant,Supplier_8,Location_C,Category_A,32,Warehouse_B
Product_2471,267,773.4,927,1.231193011340402,Non-compliant,Supplier_3,Location_A,Category_B,10,Warehouse_B
Product_2472,311,550.4,552,0.9658759660493752,Non-compliant,Supplier_5,Location_C,Category_A,23,Warehouse_C
Product_2473,340,451.8,391,1.1177975905416035,Compliant,Supplier_4,Location_B,Category_C,16,Warehouse_B
Product_2474,290,656.4,714,1.1308430959633173,Compliant,Supplier_4,Location_A,Category_A,20,Warehouse_B
Product_2475,292,389.8,309,0.9959619558874302,Non-compliant,Supplier_2,Location_A,Category_A,20,Warehouse_A
Product_2476,269,450.8,562,1.0213984091689738,Compliant,Supplier_6,Location_B,Category_B,11,Warehouse_C
Product_2477,269,489.79999999999995,649,1.4839573584593395,Non-compliant,Supplier_1,Location_A,Category_B,23,Warehouse_B
Product_2478,273,563.2,436,0.7305418685493601,Compliant,Supplier_8,Location_A,Category_B,26,Warehouse_B
Product_2479,268,566.0,462,0.6033372132419024,Compliant,Supplier_10,Location_B,Category_B,21,Warehouse_C
Product_2480,293,509.8,385,0.6099812186025311,Compliant,Supplier_9,Location_C,Category_A,31,Warehouse_B
Product_2481,279,281.8,305,1.3573627997406479,Compliant,Supplier_5,Location_A,Category_B,25,Warehouse_B
Product_2482,275,493.2,458,1.1988316675458313,Non-compliant,Supplier_6,Location_B,Category_B,12,Warehouse_B
Product_2483,295,615.6,706,0.8412328501543749,Compliant,Supplier_1,Location_B,Category_A,17,Warehouse_C
Product_2484,312,1022.4,876,0.71732236082058,Non-compliant,Supplier_6,Location_B,Category_A,27,Warehouse_C
Product_2485,308,498.6,593,1.398791582966327,Non-compliant,Supplier_1,Location_B,Category_A,24,Warehouse_B
Product_2486,341,616.2,773,0.9223577382049076,Compliant,Supplier_5,Location_B,Category_C,21,Warehouse_C
Product_2487,299,960.4,842,1.1335437708508034,Non-compliant,Supplier_9,Location_C,Category_A,21,Warehouse_A
Product_2488,322,149.4,279,1.3973049627777592,Non-compliant,Supplier_5,Location_C,Category_C,30,Warehouse_C
Product_2489,311,380.4,234,0.14324490665016246,Non-compliant,Supplier_3,Location_A,Category_A,25,Warehouse_C
Product_2490,261,1007.8,911,0.7744290950301732,Non-compliant,Supplier_4,Location_B,Category_B,18,Warehouse_C
Product_2491,326,558.0,478,1.0175335754834087,Compliant,Supplier_3,Location_B,Category_C,26,Warehouse_C
Product_2492,273,351.2,452,1.5220728427424812,Compliant,Supplier_4,Location_B,Category_B,13,Warehouse_B
Product_2493,305,767.0,847,0.8747368180418718,Non-compliant,Supplier_10,Location_A,Category_A,24,Warehouse_B
Product_2494,270,476.0,524,1.1741409596742718,Non-compliant,Supplier_6,Location_B,Category_B,13,Warehouse_A
Product_2495,276,604.6,691,1.3802217383118938,Non-compliant,Supplier_3,Location_C,Category_B,21,Warehouse_A
Product_2496,320,371.4,437,1.3899414588389951,Non-compliant,Supplier_5,Location_C,Category_C,24,Warehouse_B
Product_2497,302,504.6,435,0.7700149632177451,Non-compliant,Supplier_7,Location_B,Category_A,25,Warehouse_A
Product_2498,278,725.4,799,1.311579568152347,Non-compliant,Supplier_1,Location_A,Category_B,23,Warehouse_B
Product_2499,284,588.6,715,0.9917358026222931,Compliant,Supplier_3,Location_A,Category_B,20,Warehouse_A
Product_2500,343,692.0,744,1.1491657556376715,Compliant,Supplier_6,Location_B,Category_C,14,Warehouse_A
Product_2501,297,614.2,511,0.8568429463019615,Non-compliant,Supplier_10,Location_A,Category_A,26,Warehouse_B
Product_2502,264,261.8,249,1.1183250795243367,Non-compliant,Supplier_2,Location_A,Category_B,19,Warehouse_A
Product_2503,312,913.2,758,0.6326483239183114,Compliant,Supplier_8,Location_C,Category_A,29,Warehouse_A
Product_2504,343,553.0,589,1.1384314101894515,Non-compliant,Supplier_7,Location_B,Category_C,11,Warehouse_A
Product_2505,314,459.4,589,1.2862889140452325,Compliant,Supplier_2,Location_B,Category_A,33,Warehouse_C
Product_2506,314,896.8,832,0.6726496152580289,Non-compliant,Supplier_5,Location_B,Category_A,17,Warehouse_A
Product_2507,343,412.6,311,0.5716670800163932,Compliant,Supplier_4,Location_A,Category_C,13,Warehouse_C
Product_2508,276,425.6,300,0.4057961615965363,Non-compliant,Supplier_2,Location_C,Category_B,28,Warehouse_B
Product_2509,338,816.0,956,1.4461987014959559,Non-compliant,Supplier_4,Location_A,Category_C,23,Warehouse_C
Product_2510,328,311.79999999999995,447,1.5968206815281445,Non-compliant,Supplier_9,Location_B,Category_C,15,Warehouse_B
Product_2511,321,806.0,930,0.9847927181568551,Non-compliant,Supplier_10,Location_C,Category_C,17,Warehouse_A
